Date,volume,today,lag1,lag2,lag3,lag4,lag5,vol_lag1,vol_lag2,vol_lag3,vol_lag4,vol_lag5
2016-01-27,91926100.0,0.0059118182789952,0.0088946457811551,-0.0029421244648402,0.0199202565961338,0.019434360222591,-0.0282040967756247,113632600.0,94406900.0,127518300.0,147730300.0,138206200.0
2016-01-28,117743700.0,-0.0244140123348481,0.0059118182789952,0.0088946457811551,-0.0029421244648402,0.0199202565961338,0.019434360222591,91926100.0,113632600.0,94406900.0,127518300.0,147730300.0
2016-01-29,117174600.0,0.0164447357787393,-0.0244140123348481,0.0059118182789952,0.0088946457811551,-0.0029421244648402,0.0199202565961338,117743700.0,91926100.0,113632600.0,94406900.0,127518300.0
2016-02-01,92729400.0,-0.0041059416106482,0.0164447357787393,-0.0244140123348481,0.0059118182789952,0.0088946457811551,-0.0029421244648402,117174600.0,117743700.0,91926100.0,113632600.0,94406900.0
2016-02-02,107857900.0,-0.0181227731966743,-0.0041059416106482,0.0164447357787393,-0.0244140123348481,0.0059118182789952,0.0088946457811551,92729400.0,117174600.0,117743700.0,91926100.0,113632600.0
2016-02-03,125091400.0,-0.0152613625874441,-0.0181227731966743,-0.0041059416106482,0.0164447357787393,-0.0244140123348481,0.0059118182789952,107857900.0,92729400.0,117174600.0,117743700.0,91926100.0
2016-02-04,133766200.0,-0.0043943561853396,-0.0152613625874441,-0.0181227731966743,-0.0041059416106482,0.0164447357787393,-0.0244140123348481,125091400.0,107857900.0,92729400.0,117174600.0,117743700.0
2016-02-05,134856000.0,-0.0114048518299619,-0.0043943561853396,-0.0152613625874441,-0.0181227731966743,-0.0041059416106482,0.0164447357787393,133766200.0,125091400.0,107857900.0,92729400.0,117174600.0
2016-02-08,154467600.0,-0.033045714084355,-0.0114048518299619,-0.0043943561853396,-0.0152613625874441,-0.0181227731966743,-0.0041059416106482,134856000.0,133766200.0,125091400.0,107857900.0,92729400.0
2016-02-09,159802700.0,-0.0111321917242953,-0.033045714084355,-0.0114048518299619,-0.0043943561853396,-0.0152613625874441,-0.0181227731966743,154467600.0,134856000.0,133766200.0,125091400.0,107857900.0
2016-02-10,136822300.0,0.01552916209745,-0.0111321917242953,-0.033045714084355,-0.0114048518299619,-0.0043943561853396,-0.0152613625874441,159802700.0,154467600.0,134856000.0,133766200.0,125091400.0
2016-02-11,153636300.0,-0.0293236572025937,0.01552916209745,-0.0111321917242953,-0.033045714084355,-0.0114048518299619,-0.0043943561853396,136822300.0,159802700.0,154467600.0,134856000.0,133766200.0
2016-02-12,160471700.0,0.0245222019898503,-0.0293236572025937,0.01552916209745,-0.0111321917242953,-0.033045714084355,-0.0114048518299619,153636300.0,136822300.0,159802700.0,154467600.0,134856000.0
2016-02-15,127182100.0,0.0266885773470146,0.0245222019898503,-0.0293236572025937,0.01552916209745,-0.0111321917242953,-0.033045714084355,160471700.0,153636300.0,136822300.0,159802700.0,154467600.0
2016-02-16,106014200.0,-0.0077908916865482,0.0266885773470146,0.0245222019898503,-0.0293236572025937,0.01552916209745,-0.0111321917242953,127182100.0,160471700.0,153636300.0,136822300.0,159802700.0
2016-02-17,128613000.0,0.0265021001029284,-0.0077908916865482,0.0266885773470146,0.0245222019898503,-0.0293236572025937,0.01552916209745,106014200.0,127182100.0,160471700.0,153636300.0,136822300.0
2016-02-18,123801400.0,0.0092169938989807,0.0265021001029284,-0.0077908916865482,0.0266885773470146,0.0245222019898503,-0.0293236572025937,128613000.0,106014200.0,127182100.0,160471700.0,153636300.0
2016-02-19,109839900.0,-0.0079873965843547,0.0092169938989807,0.0265021001029284,-0.0077908916865482,0.0266885773470146,0.0245222019898503,123801400.0,128613000.0,106014200.0,127182100.0,160471700.0
2016-02-22,93879900.0,0.019763427213731,-0.0079873965843547,0.0092169938989807,0.0265021001029284,-0.0077908916865482,0.0266885773470146,109839900.0,123801400.0,128613000.0,106014200.0,127182100.0
2016-02-23,89938900.0,-0.0163805130108308,0.019763427213731,-0.0079873965843547,0.0092169938989807,0.0265021001029284,-0.0077908916865482,93879900.0,109839900.0,123801400.0,128613000.0,106014200.0
2016-02-24,102284500.0,-0.0264389741280586,-0.0163805130108308,0.019763427213731,-0.0079873965843547,0.0092169938989807,0.0265021001029284,89938900.0,93879900.0,109839900.0,123801400.0,128613000.0
2016-02-25,98941300.0,0.0178538654291655,-0.0264389741280586,-0.0163805130108308,0.019763427213731,-0.0079873965843547,0.0092169938989807,102284500.0,89938900.0,93879900.0,109839900.0,123801400.0
2016-02-26,98620700.0,0.0194845112309907,0.0178538654291655,-0.0264389741280586,-0.0163805130108308,0.019763427213731,-0.0079873965843547,98941300.0,102284500.0,89938900.0,93879900.0,109839900.0
2016-02-29,93792500.0,-0.0018815147600619,0.0194845112309907,0.0178538654291655,-0.0264389741280586,-0.0163805130108308,0.019763427213731,98620700.0,98941300.0,102284500.0,89938900.0,93879900.0
2016-03-01,99543300.0,0.0233544406626802,-0.0018815147600619,0.0194845112309907,0.0178538654291655,-0.0264389741280586,-0.0163805130108308,93792500.0,98620700.0,98941300.0,102284500.0,89938900.0
2016-03-02,106449600.0,0.0061190677158167,0.0233544406626802,-0.0018815147600619,0.0194845112309907,0.0178538654291655,-0.0264389741280586,99543300.0,93792500.0,98620700.0,98941300.0,102284500.0
2016-03-03,85246700.0,-0.0025264554318779,0.0061190677158167,0.0233544406626802,-0.0018815147600619,0.0194845112309907,0.0178538654291655,106449600.0,99543300.0,93792500.0,98620700.0,98941300.0
2016-03-04,93446800.0,0.0074087975063255,-0.0025264554318779,0.0061190677158167,0.0233544406626802,-0.0018815147600619,0.0194845112309907,85246700.0,106449600.0,99543300.0,93792500.0,98620700.0
2016-03-07,78146900.0,-0.004604993028336,0.0074087975063255,-0.0025264554318779,0.0061190677158167,0.0233544406626802,-0.0018815147600619,93446800.0,85246700.0,106449600.0,99543300.0,93792500.0
2016-03-08,95752700.0,-0.0088056032456872,-0.004604993028336,0.0074087975063255,-0.0025264554318779,0.0061190677158167,0.0233544406626802,78146900.0,93446800.0,85246700.0,106449600.0,99543300.0
2016-03-09,100899200.0,0.0031228816817538,-0.0088056032456872,-0.004604993028336,0.0074087975063255,-0.0025264554318779,0.0061190677158167,95752700.0,78146900.0,93446800.0,85246700.0,106449600.0
2016-03-10,177504400.0,-0.0231345648974753,0.0031228816817538,-0.0088056032456872,-0.004604993028336,0.0074087975063255,-0.0025264554318779,100899200.0,95752700.0,78146900.0,93446800.0,85246700.0
2016-03-11,118955200.0,0.0350572983467936,-0.0231345648974753,0.0031228816817538,-0.0088056032456872,-0.004604993028336,0.0074087975063255,177504400.0,100899200.0,95752700.0,78146900.0,93446800.0
2016-03-14,91438200.0,0.016186326993316,0.0350572983467936,-0.0231345648974753,0.0031228816817538,-0.0088056032456872,-0.004604993028336,118955200.0,177504400.0,100899200.0,95752700.0,78146900.0
2016-03-15,77982800.0,-0.0056465155382625,0.016186326993316,0.0350572983467936,-0.0231345648974753,0.0031228816817538,-0.0088056032456872,91438200.0,118955200.0,177504400.0,100899200.0,95752700.0
2016-03-16,93635200.0,0.004989057510504,-0.0056465155382625,0.016186326993316,0.0350572983467936,-0.0231345648974753,0.0031228816817538,77982800.0,91438200.0,118955200.0,177504400.0,100899200.0
2016-03-17,114653200.0,-0.0091361528350293,0.004989057510504,-0.0056465155382625,0.016186326993316,0.0350572983467936,-0.0231345648974753,93635200.0,77982800.0,91438200.0,118955200.0,177504400.0
2016-03-18,209129900.0,0.0059238196604249,-0.0091361528350293,0.004989057510504,-0.0056465155382625,0.016186326993316,0.0350572983467936,114653200.0,93635200.0,77982800.0,91438200.0,118955200.0
2016-03-21,78954200.0,-0.0002170837563142,0.0059238196604249,-0.0091361528350293,0.004989057510504,-0.0056465155382625,0.016186326993316,209129900.0,114653200.0,93635200.0,77982800.0,91438200.0
2016-03-22,81627700.0,0.0041573876895133,-0.0002170837563142,0.0059238196604249,-0.0091361528350293,0.004989057510504,-0.0056465155382625,78954200.0,209129900.0,114653200.0,93635200.0,77982800.0
2016-03-23,83248100.0,0.0032962650650649,0.0041573876895133,-0.0002170837563142,0.0059238196604249,-0.0091361528350293,0.004989057510504,81627700.0,78954200.0,209129900.0,114653200.0,93635200.0
2016-03-24,73414500.0,-0.0171187551285951,0.0032962650650649,0.0041573876895133,-0.0002170837563142,0.0059238196604249,-0.0091361528350293,83248100.0,81627700.0,78954200.0,209129900.0,114653200.0
2016-03-29,67558000.0,0.0037142952440314,-0.0171187551285951,0.0032962650650649,0.0041573876895133,-0.0002170837563142,0.0059238196604249,73414500.0,83248100.0,81627700.0,78954200.0,209129900.0
2016-03-30,89486700.0,0.0160468120862251,0.0037142952440314,-0.0171187551285951,0.0032962650650649,0.0041573876895133,-0.0002170837563142,67558000.0,73414500.0,83248100.0,81627700.0,78954200.0
2016-03-31,84529500.0,-0.008072432707003,0.0160468120862251,0.0037142952440314,-0.0171187551285951,0.0032962650650649,0.0041573876895133,89486700.0,67558000.0,73414500.0,83248100.0,81627700.0
2016-04-01,97643700.0,-0.0171461492700522,-0.008072432707003,0.0160468120862251,0.0037142952440314,-0.0171187551285951,0.0032962650650649,84529500.0,89486700.0,67558000.0,73414500.0,83248100.0
2016-04-04,73483200.0,0.0028015762688731,-0.0171461492700522,-0.008072432707003,0.0160468120862251,0.0037142952440314,-0.0171187551285951,97643700.0,84529500.0,89486700.0,67558000.0,73414500.0
2016-04-05,93710900.0,-0.0263406247908215,0.0028015762688731,-0.0171461492700522,-0.008072432707003,0.0160468120862251,0.0037142952440314,73483200.0,97643700.0,84529500.0,89486700.0,67558000.0
2016-04-06,92588500.0,0.0063941346712101,-0.0263406247908215,0.0028015762688731,-0.0171461492700522,-0.008072432707003,0.0160468120862251,93710900.0,73483200.0,97643700.0,84529500.0,89486700.0
2016-04-07,83206400.0,-0.0097552655961427,0.0063941346712101,-0.0263406247908215,0.0028015762688731,-0.0171461492700522,-0.008072432707003,92588500.0,93710900.0,73483200.0,97643700.0,84529500.0
2016-04-08,78334700.0,0.0096152871350458,-0.0097552655961427,0.0063941346712101,-0.0263406247908215,0.0028015762688731,-0.0171461492700522,83206400.0,92588500.0,93710900.0,73483200.0,97643700.0
2016-04-11,78479700.0,0.0063114558821817,0.0096152871350458,-0.0097552655961427,0.0063941346712101,-0.0263406247908215,0.0028015762688731,78334700.0,83206400.0,92588500.0,93710900.0,73483200.0
2016-04-12,75912900.0,0.0081048819737969,0.0063114558821817,0.0096152871350458,-0.0097552655961427,0.0063941346712101,-0.0263406247908215,78479700.0,78334700.0,83206400.0,92588500.0,93710900.0
2016-04-13,106641000.0,0.0271096350653059,0.0081048819737969,0.0063114558821817,0.0096152871350458,-0.0097552655961427,0.0063941346712101,75912900.0,78479700.0,78334700.0,83206400.0,92588500.0
2016-04-14,82082700.0,0.0067374936051265,0.0271096350653059,0.0081048819737969,0.0063114558821817,0.0096152871350458,-0.0097552655961427,106641000.0,75912900.0,78479700.0,78334700.0,83206400.0
2016-04-15,81966400.0,-0.0041689652771725,0.0067374936051265,0.0271096350653059,0.0081048819737969,0.0063114558821817,0.0096152871350458,82082700.0,106641000.0,75912900.0,78479700.0,78334700.0
2016-04-18,66507700.0,0.0068386585239419,-0.0041689652771725,0.0067374936051265,0.0271096350653059,0.0081048819737969,0.0063114558821817,81966400.0,82082700.0,106641000.0,75912900.0,78479700.0
2016-04-19,99464200.0,0.0226554605285655,0.0068386585239419,-0.0041689652771725,0.0067374936051265,0.0271096350653059,0.0081048819737969,66507700.0,81966400.0,82082700.0,106641000.0,75912900.0
2016-04-20,96317900.0,0.0069278296126455,0.0226554605285655,0.0068386585239419,-0.0041689652771725,0.0067374936051265,0.0271096350653059,99464200.0,66507700.0,81966400.0,82082700.0,106641000.0
2016-04-21,101414400.0,0.001385666260699,0.0069278296126455,0.0226554605285655,0.0068386585239419,-0.0041689652771725,0.0067374936051265,96317900.0,99464200.0,66507700.0,81966400.0,82082700.0
2016-04-22,83529500.0,-0.0059641474245514,0.001385666260699,0.0069278296126455,0.0226554605285655,0.0068386585239419,-0.0041689652771725,101414400.0,96317900.0,99464200.0,66507700.0,81966400.0
2016-04-25,75159700.0,-0.007629122235119,-0.0059641474245514,0.001385666260699,0.0069278296126455,0.0226554605285655,0.0068386585239419,83529500.0,101414400.0,96317900.0,99464200.0,66507700.0
2016-04-26,79903800.0,-0.0033765867995789,-0.007629122235119,-0.0059641474245514,0.001385666260699,0.0069278296126455,0.0226554605285655,75159700.0,83529500.0,101414400.0,96317900.0,99464200.0
2016-04-27,99071900.0,0.0039222068924649,-0.0033765867995789,-0.007629122235119,-0.0059641474245514,0.001385666260699,0.0069278296126455,79903800.0,75159700.0,83529500.0,101414400.0,96317900.0
2016-04-28,93064300.0,0.0020699674498065,0.0039222068924649,-0.0033765867995789,-0.007629122235119,-0.0059641474245514,0.001385666260699,99071900.0,79903800.0,75159700.0,83529500.0,101414400.0
2016-04-29,112470200.0,-0.0273400399480721,0.0020699674498065,0.0039222068924649,-0.0033765867995789,-0.007629122235119,-0.0059641474245514,93064300.0,99071900.0,79903800.0,75159700.0,83529500.0
2016-05-02,62290300.0,0.0083972565205843,-0.0273400399480721,0.0020699674498065,0.0039222068924649,-0.0033765867995789,-0.007629122235119,112470200.0,93064300.0,99071900.0,79903800.0,75159700.0
2016-05-03,125616200.0,-0.0194107249044656,0.0083972565205843,-0.0273400399480721,0.0020699674498065,0.0039222068924649,-0.0033765867995789,62290300.0,112470200.0,93064300.0,99071900.0,79903800.0
2016-05-04,102911700.0,-0.0099246316429868,-0.0194107249044656,0.0083972565205843,-0.0273400399480721,0.0020699674498065,0.0039222068924649,125616200.0,62290300.0,112470200.0,93064300.0,99071900.0
2016-05-05,71084400.0,0.0024022946099253,-0.0099246316429868,-0.0194107249044656,0.0083972565205843,-0.0273400399480721,0.0020699674498065,102911700.0,125616200.0,62290300.0,112470200.0,93064300.0
2016-05-06,87146300.0,0.0018361854871731,0.0024022946099253,-0.0099246316429868,-0.0194107249044656,0.0083972565205843,-0.0273400399480721,71084400.0,102911700.0,125616200.0,62290300.0,112470200.0
2016-05-09,80186000.0,0.0111996551974495,0.0018361854871731,0.0024022946099253,-0.0099246316429868,-0.0194107249044656,0.0083972565205843,87146300.0,71084400.0,102911700.0,125616200.0,62290300.0
2016-05-10,83009900.0,0.0065077160016386,0.0111996551974495,0.0018361854871731,0.0024022946099253,-0.0099246316429868,-0.0194107249044656,80186000.0,87146300.0,71084400.0,102911700.0,125616200.0
2016-05-11,97288300.0,-0.0069802929486886,0.0065077160016386,0.0111996551974495,0.0018361854871731,0.0024022946099253,-0.0099246316429868,83009900.0,80186000.0,87146300.0,71084400.0,102911700.0
2016-05-12,103137100.0,-0.0113480261734026,-0.0069802929486886,0.0065077160016386,0.0111996551974495,0.0018361854871731,0.0024022946099253,97288300.0,83009900.0,80186000.0,87146300.0,71084400.0
2016-05-13,85100100.0,0.009204945074996,-0.0113480261734026,-0.0069802929486886,0.0065077160016386,0.0111996551974495,0.0018361854871731,103137100.0,97288300.0,83009900.0,80186000.0,87146300.0
2016-05-17,98583200.0,-0.0063006720188524,0.009204945074996,-0.0113480261734026,-0.0069802929486886,0.0065077160016386,0.0111996551974495,85100100.0,103137100.0,97288300.0,83009900.0,80186000.0
2016-05-18,76853600.0,0.0053628936040617,-0.0063006720188524,0.009204945074996,-0.0113480261734026,-0.0069802929486886,0.0065077160016386,98583200.0,85100100.0,103137100.0,97288300.0,83009900.0
2016-05-19,93387300.0,-0.0148182043511275,0.0053628936040617,-0.0063006720188524,0.009204945074996,-0.0113480261734026,-0.0069802929486886,76853600.0,98583200.0,85100100.0,103137100.0,97288300.0
2016-05-20,78255500.0,0.0122632948427023,-0.0148182043511275,0.0053628936040617,-0.0063006720188524,0.009204945074996,-0.0113480261734026,93387300.0,76853600.0,98583200.0,85100100.0,103137100.0
2016-05-23,76899500.0,-0.007435391970488,0.0122632948427023,-0.0148182043511275,0.0053628936040617,-0.0063006720188524,0.009204945074996,78255500.0,93387300.0,76853600.0,98583200.0,85100100.0
2016-05-24,85241400.0,0.0218464940728211,-0.007435391970488,0.0122632948427023,-0.0148182043511275,0.0053628936040617,-0.0063006720188524,76899500.0,78255500.0,93387300.0,76853600.0,98583200.0
2016-05-25,97691100.0,0.0147057610159653,0.0218464940728211,-0.007435391970488,0.0122632948427023,-0.0148182043511275,0.0053628936040617,85241400.0,76899500.0,78255500.0,93387300.0,76853600.0
2016-05-26,74689600.0,0.0066142686194556,0.0147057610159653,0.0218464940728211,-0.007435391970488,0.0122632948427023,-0.0148182043511275,97691100.0,85241400.0,76899500.0,78255500.0,93387300.0
2016-05-27,62475500.0,0.0013238579743446,0.0066142686194556,0.0147057610159653,0.0218464940728211,-0.007435391970488,0.0122632948427023,74689600.0,97691100.0,85241400.0,76899500.0,78255500.0
2016-05-30,35396900.0,0.0045614900738399,0.0013238579743446,0.0066142686194556,0.0147057610159653,0.0218464940728211,-0.007435391970488,62475500.0,74689600.0,97691100.0,85241400.0,76899500.0
2016-05-31,91591200.0,-0.0068217035525793,0.0045614900738399,0.0013238579743446,0.0066142686194556,0.0147057610159653,0.0218464940728211,35396900.0,62475500.0,74689600.0,97691100.0,85241400.0
2016-06-01,79532000.0,-0.0056807249010216,-0.0068217035525793,0.0045614900738399,0.0013238579743446,0.0066142686194556,0.0147057610159653,91591200.0,35396900.0,62475500.0,74689600.0,97691100.0
2016-06-02,63118000.0,0.0003488255945456,-0.0056807249010216,-0.0068217035525793,0.0045614900738399,0.0013238579743446,0.0066142686194556,79532000.0,91591200.0,35396900.0,62475500.0,74689600.0
2016-06-03,83303400.0,-0.0102606028605016,0.0003488255945456,-0.0056807249010216,-0.0068217035525793,0.0045614900738399,0.0013238579743446,63118000.0,79532000.0,91591200.0,35396900.0,62475500.0
2016-06-06,55122000.0,0.0017638180560268,-0.0102606028605016,0.0003488255945456,-0.0056807249010216,-0.0068217035525793,0.0045614900738399,83303400.0,63118000.0,79532000.0,91591200.0,35396900.0
2016-06-07,78493400.0,0.0164606552577459,0.0017638180560268,-0.0102606028605016,0.0003488255945456,-0.0056807249010216,-0.0068217035525793,55122000.0,83303400.0,63118000.0,79532000.0,91591200.0
2016-06-08,75767900.0,-0.0068673809005161,0.0164606552577459,0.0017638180560268,-0.0102606028605016,0.0003488255945456,-0.0056807249010216,78493400.0,55122000.0,83303400.0,63118000.0,79532000.0
2016-06-09,108383500.0,-0.012543777651191,-0.0068673809005161,0.0164606552577459,0.0017638180560268,-0.0102606028605016,0.0003488255945456,75767900.0,78493400.0,55122000.0,83303400.0,63118000.0
2016-06-10,109159600.0,-0.0252010380797332,-0.012543777651191,-0.0068673809005161,0.0164606552577459,0.0017638180560268,-0.0102606028605016,108383500.0,75767900.0,78493400.0,55122000.0,83303400.0
2016-06-13,102325200.0,-0.0180159157031117,-0.0252010380797332,-0.012543777651191,-0.0068673809005161,0.0164606552577459,0.0017638180560268,109159600.0,108383500.0,75767900.0,78493400.0,55122000.0
2016-06-14,102835400.0,-0.0143143761540138,-0.0180159157031117,-0.0252010380797332,-0.012543777651191,-0.0068673809005161,0.0164606552577459,102325200.0,109159600.0,108383500.0,75767900.0,78493400.0
2016-06-15,95301400.0,0.0091929746415004,-0.0143143761540138,-0.0180159157031117,-0.0252010380797332,-0.012543777651191,-0.0068673809005161,102835400.0,102325200.0,109159600.0,108383500.0,75767900.0
2016-06-16,101528000.0,-0.0058542658442189,0.0091929746415004,-0.0143143761540138,-0.0180159157031117,-0.0252010380797332,-0.012543777651191,95301400.0,102835400.0,102325200.0,109159600.0,108383500.0
2016-06-17,145900500.0,0.0084698059165944,-0.0058542658442189,0.0091929746415004,-0.0143143761540138,-0.0180159157031117,-0.0252010380797332,101528000.0,95301400.0,102835400.0,102325200.0,109159600.0
2016-06-20,94347700.0,0.034331513609221,0.0084698059165944,-0.0058542658442189,0.0091929746415004,-0.0143143761540138,-0.0180159157031117,145900500.0,101528000.0,95301400.0,102835400.0,102325200.0
2016-06-21,83050100.0,0.005372455638483,0.034331513609221,0.0084698059165944,-0.0058542658442189,0.0091929746415004,-0.0143143761540138,94347700.0,145900500.0,101528000.0,95301400.0,102835400.0
2016-06-22,80461200.0,0.0055433387299945,0.005372455638483,0.034331513609221,0.0084698059165944,-0.0058542658442189,0.0091929746415004,83050100.0,94347700.0,145900500.0,101528000.0,95301400.0
2016-06-23,110233000.0,0.0184658527444299,0.0055433387299945,0.005372455638483,0.034331513609221,0.0084698059165944,-0.0058542658442189,80461200.0,83050100.0,94347700.0,145900500.0,101528000.0
2016-06-24,325189500.0,-0.0682332115994915,0.0184658527444299,0.0055433387299945,0.005372455638483,0.034331513609221,0.0084698059165944,110233000.0,80461200.0,83050100.0,94347700.0,145900500.0
2016-06-27,209916500.0,-0.0301867913994178,-0.0682332115994915,0.0184658527444299,0.0055433387299945,0.005372455638483,0.034331513609221,325189500.0,110233000.0,80461200.0,83050100.0,94347700.0
2016-06-28,136518900.0,0.0192714064377872,-0.0301867913994178,-0.0682332115994915,0.0184658527444299,0.0055433387299945,0.005372455638483,209916500.0,325189500.0,110233000.0,80461200.0,83050100.0
2016-06-29,115823900.0,0.0174642069709241,0.0192714064377872,-0.0301867913994178,-0.0682332115994915,0.0184658527444299,0.0055433387299945,136518900.0,209916500.0,325189500.0,110233000.0,80461200.0
2016-06-30,136896600.0,0.00705559834556,0.0174642069709241,0.0192714064377872,-0.0301867913994178,-0.0682332115994915,0.0184658527444299,115823900.0,136518900.0,209916500.0,325189500.0,110233000.0
2016-07-01,101971100.0,0.0099203906727707,0.00705559834556,0.0174642069709241,0.0192714064377872,-0.0301867913994178,-0.0682332115994915,136896600.0,115823900.0,136518900.0,209916500.0,325189500.0
2016-07-04,79934200.0,-0.0068565312412067,0.0099203906727707,0.00705559834556,0.0174642069709241,0.0192714064377872,-0.0301867913994178,101971100.0,136896600.0,115823900.0,136518900.0,209916500.0
2016-07-05,97702100.0,-0.0181767286981138,-0.0068565312412067,0.0099203906727707,0.00705559834556,0.0174642069709241,0.0192714064377872,79934200.0,101971100.0,136896600.0,115823900.0,136518900.0
2016-07-06,134692400.0,-0.0167163641558649,-0.0181767286981138,-0.0068565312412067,0.0099203906727707,0.00705559834556,0.0174642069709241,97702100.0,79934200.0,101971100.0,136896600.0,115823900.0
2016-07-07,91497000.0,0.004856422219847,-0.0167163641558649,-0.0181767286981138,-0.0068565312412067,0.0099203906727707,0.00705559834556,134692400.0,97702100.0,79934200.0,101971100.0,136896600.0
2016-07-08,97029700.0,0.0223892984959539,0.004856422219847,-0.0167163641558649,-0.0181767286981138,-0.0068565312412067,0.0099203906727707,91497000.0,134692400.0,97702100.0,79934200.0,101971100.0
2016-07-11,80795500.0,0.0211585867724573,0.0223892984959539,0.004856422219847,-0.0167163641558649,-0.0181767286981138,-0.0068565312412067,97029700.0,91497000.0,134692400.0,97702100.0,79934200.0
2016-07-12,101659000.0,0.0132873697859816,0.0211585867724573,0.0223892984959539,0.004856422219847,-0.0167163641558649,-0.0181767286981138,80795500.0,97029700.0,91497000.0,134692400.0,97702100.0
2016-07-13,96306000.0,-0.0033480646916426,0.0132873697859816,0.0211585867724573,0.0223892984959539,0.004856422219847,-0.0167163641558649,101659000.0,80795500.0,97029700.0,91497000.0,134692400.0
2016-07-14,100410000.0,0.0138549856496006,-0.0033480646916426,0.0132873697859816,0.0211585867724573,0.0223892984959539,0.004856422219847,96306000.0,101659000.0,80795500.0,97029700.0,91497000.0
2016-07-15,89992500.0,-0.0001389920867579,0.0138549856496006,-0.0033480646916426,0.0132873697859816,0.0211585867724573,0.0223892984959539,100410000.0,96306000.0,101659000.0,80795500.0,97029700.0
2016-07-18,70742900.0,-0.0003745450787782,-0.0001389920867579,0.0138549856496006,-0.0033480646916426,0.0132873697859816,0.0211585867724573,89992500.0,100410000.0,96306000.0,101659000.0,80795500.0
2016-07-19,69292500.0,-0.0081375923745491,-0.0003745450787782,-0.0001389920867579,0.0138549856496006,-0.0033480646916426,0.0132873697859816,70742900.0,89992500.0,100410000.0,96306000.0,101659000.0
2016-07-20,79709200.0,0.0161071698737753,-0.0081375923745491,-0.0003745450787782,-0.0001389920867579,0.0138549856496006,-0.0033480646916426,69292500.0,70742900.0,89992500.0,100410000.0,96306000.0
2016-07-21,97531500.0,0.0014001361986069,0.0161071698737753,-0.0081375923745491,-0.0003745450787782,-0.0001389920867579,0.0138549856496006,79709200.0,69292500.0,70742900.0,89992500.0,100410000.0
2016-07-22,62724900.0,-0.0008615418579962,0.0014001361986069,0.0161071698737753,-0.0081375923745491,-0.0003745450787782,-0.0001389920867579,97531500.0,79709200.0,69292500.0,70742900.0,89992500.0
2016-07-25,58553200.0,0.0050042348720926,-0.0008615418579962,0.0014001361986069,0.0161071698737753,-0.0081375923745491,-0.0003745450787782,62724900.0,97531500.0,79709200.0,69292500.0,70742900.0
2016-07-26,79527300.0,0.0048556938122426,0.0050042348720926,-0.0008615418579962,0.0014001361986069,0.0161071698737753,-0.0081375923745491,58553200.0,62724900.0,97531500.0,79709200.0,69292500.0
2016-07-27,85864200.0,0.0070054373481887,0.0048556938122426,0.0050042348720926,-0.0008615418579962,0.0014001361986069,0.0161071698737753,79527300.0,58553200.0,62724900.0,97531500.0,79709200.0
