left,rating,contacts,time2delivery,productid,service,region,gender,age,weekday
0,8,1,77.1,68,UPS,2,female,59.9,Friday
0,7,0,65.6,75,UPS,3,male,44.2,Tuesday
0,6,1,65.6,76,DHL,1,male,58.0,Thursday
0,6,0,66.3,61,Hermes,2,male,65.3,Monday
0,9,0,54.2,50,DHL,1,female,52.8,Saturday
0,8,2,100.2,80,DHL,3,female,59.5,Saturday
0,8,0,98.1,84,Hermes,1,male,46.0,Wednesday
0,7,4,77.0,90,UPS,3,female,57.5,Sunday
0,7,0,74.7,80,DHL,2,female,70.1,Tuesday
0,8,0,72.7,43,Hermes,3,male,54.4,Saturday
0,8,2,74.4,73,UPS,1,female,52.9,Thursday
0,7,1,88.8,45,Hermes,3,male,48.3,Tuesday
0,9,2,44.0,68,UPS,3,male,52.1,Tuesday
0,6,0,75.2,57,UPS,1,male,50.8,Friday
0,8,4,80.8,76,DHL,3,female,54.9,Thursday
0,7,1,75.8,56,DHL,2,male,69.5,Sunday
0,9,2,63.1,62,DHL,3,male,79.5,Friday
0,8,0,91.3,57,UPS,2,male,53.0,Tuesday
0,6,1,64.8,76,Hermes,2,female,71.0,Friday
0,8,1,57.5,66,UPS,3,male,40.8,Thursday
0,4,0,86.6,67,UPS,1,female,58.0,Sunday
0,8,1,57.6,66,UPS,1,female,52.4,Thursday
0,9,1,78.9,84,UPS,2,female,60.1,Thursday
0,6,0,77.6,51,Hermes,1,male,61.2,Saturday
0,8,1,80.1,66,Hermes,3,female,49.8,Tuesday
0,7,1,65.1,83,DHL,2,male,52.2,Tuesday
0,8,1,71.6,59,Hermes,2,female,52.5,Friday
0,6,0,77.9,68,DHL,1,male,38.3,Thursday
0,8,2,50.9,64,UPS,2,male,63.7,Monday
0,8,0,80.6,87,DHL,2,male,73.7,Monday
0,8,2,56.0,86,Hermes,1,female,41.9,Sunday
0,8,1,46.0,76,Hermes,1,female,68.6,Monday
0,8,2,63.8,73,Hermes,2,female,77.8,Thursday
0,6,1,78.3,75,Hermes,3,male,77.2,Tuesday
0,7,1,78.5,76,Hermes,2,male,71.2,Tuesday
0,8,3,85.5,79,DHL,2,male,57.6,Sunday
0,7,1,54.6,68,UPS,2,female,56.5,Friday
0,5,1,53.4,87,DHL,3,male,56.5,Monday
0,7,2,77.4,84,Hermes,1,male,50.8,Sunday
0,6,0,64.1,84,Hermes,3,male,55.0,Tuesday
0,7,2,70.8,80,UPS,3,male,64.1,Thursday
0,9,0,59.8,78,Hermes,2,male,51.8,Saturday
0,6,1,69.3,63,DHL,3,male,49.3,Tuesday
0,8,1,89.6,70,Hermes,3,female,61.0,Sunday
0,8,0,74.2,59,UPS,2,female,61.0,Friday
0,6,0,74.2,89,UPS,3,male,76.4,Tuesday
0,7,0,48.0,86,DHL,1,female,62.3,Monday
0,8,1,49.2,73,UPS,3,female,52.2,Wednesday
0,8,4,67.9,63,DHL,3,female,67.4,Saturday
0,8,0,40.6,69,Hermes,2,male,47.1,Saturday
0,7,0,72.4,72,Hermes,2,male,42.7,Wednesday
0,8,1,41.4,79,Hermes,3,male,53.5,Sunday
0,6,0,51.7,72,UPS,3,female,37.3,Friday
0,9,0,48.5,57,DHL,1,female,48.0,Monday
0,8,1,75.3,84,DHL,2,female,34.0,Tuesday
0,8,0,73.1,67,DHL,2,female,67.7,Tuesday
0,7,2,67.1,76,Hermes,1,male,44.7,Friday
0,8,1,61.2,92,UPS,2,female,47.2,Tuesday
0,7,1,62.4,83,DHL,1,female,50.9,Sunday
0,8,2,82.7,72,DHL,2,male,38.9,Monday
0,8,1,71.5,34,UPS,3,female,67.5,Friday
0,8,2,78.5,76,Hermes,3,female,64.2,Thursday
0,5,1,67.9,77,DHL,1,female,63.4,Tuesday
0,7,0,70.7,74,Hermes,2,male,66.8,Saturday
0,7,2,55.3,56,Hermes,2,male,54.9,Sunday
0,8,1,91.3,55,UPS,2,female,71.4,Thursday
0,7,2,76.9,78,UPS,1,male,62.7,Tuesday
0,8,0,69.2,74,DHL,2,female,61.7,Wednesday
0,9,2,83.6,56,UPS,2,female,54.5,Thursday
0,8,2,50.7,91,Hermes,1,female,62.1,Wednesday
0,9,0,37.7,71,Hermes,3,female,36.6,Tuesday
0,9,1,97.3,75,Hermes,2,male,64.7,Wednesday
0,7,1,68.9,67,DHL,3,female,45.2,Thursday
0,7,2,81.6,88,Hermes,1,female,73.4,Friday
0,7,1,45.0,78,DHL,2,female,67.0,Tuesday
0,7,0,87.0,81,DHL,1,female,31.8,Monday
0,8,0,49.6,90,UPS,3,female,56.2,Tuesday
0,7,1,77.0,81,UPS,1,female,48.9,Tuesday
0,7,1,62.7,82,Hermes,1,male,72.5,Wednesday
0,8,1,51.7,65,DHL,3,female,55.6,Monday
0,8,0,56.6,85,UPS,1,female,47.3,Tuesday
0,8,1,58.0,66,UPS,3,male,46.1,Saturday
0,6,3,54.3,84,Hermes,2,female,60.9,Wednesday
0,6,1,51.4,89,Hermes,1,male,48.7,Saturday
0,7,2,64.0,69,Hermes,1,female,41.4,Wednesday
0,8,0,82.3,82,DHL,1,female,62.7,Tuesday
0,7,1,74.3,64,DHL,1,male,51.1,Sunday
0,8,4,80.1,85,DHL,1,female,53.5,Wednesday
0,6,2,72.9,74,UPS,1,male,88.6,Friday
0,7,1,82.4,80,Hermes,2,female,70.8,Monday
0,8,2,55.2,91,DHL,1,female,63.6,Wednesday
0,6,0,62.0,57,DHL,1,female,66.6,Saturday
0,7,2,59.5,71,UPS,1,female,68.9,Sunday
0,8,1,39.2,93,Hermes,3,female,38.6,Wednesday
0,8,3,67.0,70,Hermes,3,female,60.9,Wednesday
0,7,1,56.4,70,UPS,2,female,57.4,Monday
0,7,0,67.0,59,DHL,2,male,65.8,Sunday
0,8,1,80.2,69,Hermes,1,male,67.9,Wednesday
0,8,1,71.6,92,DHL,3,female,55.0,Tuesday
0,9,1,79.5,56,DHL,3,male,52.2,Thursday
0,6,1,48.8,87,DHL,2,female,40.3,Saturday
0,8,2,47.3,58,Hermes,3,female,81.0,Saturday
0,8,1,59.4,87,Hermes,3,female,78.5,Friday
0,9,1,74.3,81,Hermes,1,male,55.4,Saturday
0,7,0,81.6,78,Hermes,3,female,51.1,Tuesday
0,8,1,65.7,92,UPS,1,male,47.3,Sunday
0,8,0,67.1,77,DHL,1,male,50.7,Sunday
0,8,0,83.7,64,DHL,2,female,68.3,Wednesday
0,7,0,66.0,78,UPS,3,female,47.4,Saturday
0,8,2,61.1,84,Hermes,2,female,35.1,Wednesday
0,7,1,86.5,54,UPS,2,male,61.9,Sunday
0,6,1,84.4,81,Hermes,1,male,45.3,Sunday
0,9,1,37.4,83,UPS,2,male,47.1,Friday
0,8,0,66.7,79,Hermes,2,female,70.8,Thursday
0,6,1,101.0,81,Hermes,3,male,66.2,Sunday
0,9,0,77.1,87,Hermes,1,male,56.6,Monday
0,8,2,64.6,87,Hermes,2,male,72.3,Tuesday
0,7,0,60.4,90,UPS,2,male,52.1,Monday
0,8,0,91.2,58,Hermes,1,female,56.8,Sunday
0,6,1,37.7,84,Hermes,3,female,70.3,Thursday
0,7,3,77.6,69,Hermes,2,male,59.8,Friday
0,9,0,66.0,85,UPS,2,female,56.2,Friday
0,8,2,69.4,82,Hermes,3,female,42.6,Saturday
0,7,1,70.4,50,UPS,2,female,55.2,Sunday
0,8,1,79.1,82,UPS,3,female,66.9,Thursday
0,7,0,77.0,90,Hermes,3,female,53.2,Wednesday
0,6,2,42.8,82,Hermes,3,male,62.4,Monday
0,6,0,71.6,86,UPS,2,female,59.6,Wednesday
0,9,1,85.4,85,UPS,2,female,57.0,Monday
0,8,0,60.8,77,DHL,3,female,57.2,Sunday
0,8,0,63.4,79,UPS,3,male,49.9,Sunday
0,7,0,55.8,70,DHL,3,female,59.0,Monday
0,8,0,71.7,59,DHL,2,female,43.3,Saturday
0,8,0,78.1,72,Hermes,2,female,47.0,Sunday
0,7,0,65.3,81,Hermes,3,female,37.5,Thursday
0,7,1,61.3,79,UPS,3,male,31.9,Sunday
0,5,3,68.4,67,DHL,1,male,47.7,Saturday
0,7,3,56.7,79,Hermes,1,female,48.7,Sunday
0,8,1,54.8,84,Hermes,3,male,61.3,Sunday
0,7,1,48.0,76,Hermes,2,female,57.3,Sunday
0,8,0,76.3,83,Hermes,3,female,67.7,Sunday
0,7,1,67.8,65,UPS,3,male,69.7,Sunday
0,9,1,54.2,84,DHL,2,female,39.7,Sunday
0,7,2,70.9,86,Hermes,2,female,75.5,Friday
0,9,0,68.7,68,DHL,3,female,64.4,Saturday
0,8,3,62.9,89,Hermes,3,male,71.1,Tuesday
0,8,0,85.5,89,Hermes,2,female,75.9,Friday
0,7,1,61.6,53,UPS,3,female,40.2,Thursday
0,8,0,59.0,81,Hermes,1,female,53.8,Thursday
0,8,1,80.4,86,Hermes,1,male,62.9,Thursday
0,8,2,67.8,55,Hermes,1,male,70.2,Monday
0,8,2,54.7,82,Hermes,1,male,57.3,Saturday
0,6,0,54.0,61,UPS,2,male,64.7,Wednesday
0,7,0,62.0,89,DHL,1,male,62.6,Friday
0,9,0,66.8,88,Hermes,1,male,67.4,Wednesday
0,8,2,51.2,91,DHL,1,female,45.7,Sunday
0,7,3,29.2,82,DHL,2,male,63.4,Friday
0,8,1,65.5,74,Hermes,3,female,66.1,Sunday
0,4,2,92.0,66,Hermes,2,male,55.9,Sunday
0,7,0,87.0,77,DHL,2,female,58.5,Friday
0,7,1,54.1,73,Hermes,2,female,57.7,Tuesday
0,7,1,79.7,82,Hermes,1,male,59.4,Monday
0,7,0,45.7,84,Hermes,2,female,49.5,Wednesday
0,9,2,69.8,83,Hermes,1,male,46.5,Tuesday
0,8,2,60.9,85,Hermes,3,female,72.7,Friday
0,7,0,84.0,66,UPS,3,male,50.1,Friday
0,7,0,57.5,90,DHL,1,female,59.5,Saturday
0,9,1,61.6,72,Hermes,1,female,48.0,Friday
0,8,0,65.2,89,UPS,3,female,35.2,Tuesday
0,7,0,75.1,60,UPS,2,male,49.6,Thursday
0,7,1,78.2,86,Hermes,2,male,60.5,Thursday
0,8,0,78.7,85,DHL,2,male,66.1,Saturday
0,7,0,55.0,73,UPS,2,female,57.5,Sunday
0,7,0,76.2,69,DHL,2,male,72.3,Wednesday
0,7,0,79.7,90,UPS,3,female,77.9,Wednesday
0,7,0,76.3,73,Hermes,3,male,61.6,Thursday
0,8,0,66.6,85,Hermes,2,male,62.2,Wednesday
0,7,0,63.1,70,Hermes,3,male,54.4,Thursday
0,8,1,55.6,72,Hermes,1,male,52.9,Saturday
0,6,1,80.9,91,UPS,2,male,36.8,Thursday
0,8,2,84.3,71,Hermes,1,female,61.2,Thursday
0,4,1,64.9,83,DHL,2,male,64.8,Tuesday
0,7,4,64.3,63,DHL,2,female,42.0,Sunday
0,8,1,50.9,78,Hermes,3,male,59.6,Sunday
0,8,0,52.6,66,Hermes,2,male,63.5,Friday
0,8,3,68.5,68,Hermes,3,male,61.3,Thursday
0,8,0,69.9,76,UPS,1,male,62.7,Friday
0,6,1,65.8,73,DHL,3,female,61.5,Sunday
0,9,1,66.3,73,UPS,2,female,56.6,Monday
0,9,0,64.6,71,Hermes,2,male,43.8,Sunday
0,7,0,59.1,78,Hermes,1,male,46.5,Wednesday
0,5,4,57.3,70,UPS,2,female,57.0,Friday
0,8,1,69.7,52,Hermes,1,male,60.6,Tuesday
0,8,2,64.5,69,Hermes,3,male,62.2,Friday
0,7,0,57.0,73,DHL,1,male,61.8,Monday
0,8,2,62.7,84,Hermes,2,female,57.0,Thursday
0,7,0,48.3,77,DHL,2,male,78.1,Thursday
0,8,1,65.2,83,UPS,3,female,53.1,Thursday
0,7,0,54.9,72,UPS,1,female,64.3,Tuesday
0,6,2,60.6,76,Hermes,1,female,81.1,Thursday
0,8,0,77.4,77,Hermes,1,female,63.7,Wednesday
0,8,2,80.0,50,UPS,2,female,56.1,Sunday
0,8,1,55.9,83,DHL,1,male,66.5,Saturday
0,6,0,49.9,84,DHL,2,female,65.8,Wednesday
0,8,1,60.0,72,Hermes,1,male,33.5,Monday
0,7,1,50.9,74,DHL,2,female,54.0,Friday
0,8,1,71.7,44,DHL,3,female,60.7,Tuesday
0,5,1,63.2,82,UPS,3,male,50.1,Thursday
0,7,0,74.4,75,Hermes,3,male,48.8,Friday
0,8,2,54.1,79,DHL,1,male,40.9,Sunday
0,7,1,71.1,71,DHL,2,male,63.4,Monday
0,8,1,67.8,63,Hermes,1,female,61.4,Monday
0,8,1,59.4,85,Hermes,1,male,57.7,Friday
0,5,2,63.6,58,DHL,3,female,54.7,Wednesday
0,7,2,66.3,78,Hermes,1,female,45.9,Saturday
0,8,0,57.6,88,UPS,3,female,50.6,Monday
0,8,0,62.9,80,UPS,2,male,52.7,Friday
0,8,0,49.4,65,Hermes,1,female,59.4,Saturday
0,7,0,55.6,81,UPS,3,male,33.1,Friday
0,8,1,87.6,62,Hermes,3,female,41.8,Tuesday
0,6,0,82.4,68,UPS,1,female,57.0,Sunday
0,8,0,72.0,88,UPS,3,male,70.8,Sunday
0,6,1,71.7,77,Hermes,2,male,44.8,Tuesday
0,5,1,66.2,89,Hermes,1,male,52.7,Sunday
0,8,1,68.5,91,DHL,2,male,40.7,Monday
0,7,2,83.7,65,UPS,1,female,64.2,Friday
0,6,3,68.8,55,Hermes,2,male,52.3,Sunday
0,8,0,87.9,73,UPS,3,female,50.4,Thursday
0,7,1,85.8,69,UPS,3,male,69.8,Wednesday
0,8,2,70.2,70,Hermes,3,female,47.8,Wednesday
0,5,0,68.8,88,Hermes,3,female,43.6,Sunday
0,7,1,64.5,45,Hermes,3,male,66.1,Saturday
0,8,1,78.5,59,DHL,3,male,60.4,Friday
0,8,0,68.0,83,UPS,2,female,56.5,Wednesday
0,6,0,45.1,84,UPS,1,male,53.7,Wednesday
0,7,2,59.1,84,Hermes,1,female,48.8,Tuesday
0,8,1,48.8,81,DHL,2,female,40.3,Sunday
0,7,1,53.6,60,DHL,2,male,65.6,Monday
0,9,1,88.7,76,Hermes,3,male,67.6,Saturday
0,6,3,57.5,85,DHL,3,female,50.3,Wednesday
0,8,0,61.9,89,Hermes,2,male,50.4,Friday
0,8,1,78.8,87,DHL,2,female,48.5,Saturday
0,6,1,64.4,74,Hermes,3,male,67.1,Tuesday
0,8,1,82.6,80,DHL,1,female,74.4,Monday
0,9,1,57.0,69,Hermes,2,male,72.4,Tuesday
0,8,1,82.1,65,Hermes,3,female,63.0,Sunday
0,7,2,66.1,37,UPS,2,male,54.6,Saturday
0,8,1,66.3,80,Hermes,3,female,33.7,Monday
0,7,1,53.3,92,UPS,3,male,59.2,Friday
0,6,1,73.6,51,UPS,2,female,59.2,Monday
0,8,1,80.8,70,DHL,2,male,64.1,Thursday
0,7,1,88.7,66,Hermes,2,female,76.8,Wednesday
0,7,0,77.1,64,DHL,2,female,55.8,Sunday
0,6,1,66.9,92,DHL,2,male,55.9,Sunday
0,7,3,55.6,73,DHL,2,male,64.3,Thursday
0,6,1,60.7,90,UPS,2,male,58.2,Friday
0,8,0,86.6,69,Hermes,2,female,47.8,Tuesday
0,5,0,48.3,86,DHL,2,female,45.0,Monday
0,6,2,90.7,77,Hermes,2,female,51.0,Wednesday
0,9,0,70.7,63,Hermes,2,female,64.8,Saturday
0,8,0,69.8,74,UPS,3,male,51.1,Sunday
0,4,1,75.6,87,DHL,3,female,49.5,Tuesday
0,6,1,54.6,76,UPS,2,male,58.7,Monday
0,9,0,71.0,81,DHL,2,female,67.7,Sunday
0,6,1,41.4,72,UPS,2,female,43.1,Tuesday
0,5,0,98.1,76,Hermes,1,male,70.2,Tuesday
0,8,0,67.0,86,UPS,3,male,72.4,Saturday
0,6,1,52.1,56,Hermes,1,female,63.5,Wednesday
0,7,0,74.6,47,DHL,3,female,47.2,Monday
0,7,0,72.8,71,DHL,1,male,54.6,Wednesday
0,7,3,71.9,52,Hermes,3,male,51.1,Sunday
0,8,2,61.7,68,Hermes,1,male,43.5,Tuesday
0,5,2,62.9,82,DHL,1,female,50.0,Thursday
0,7,1,48.6,65,DHL,3,female,54.7,Saturday
0,6,2,76.3,80,UPS,3,female,66.4,Friday
0,7,1,66.8,74,Hermes,3,male,58.7,Tuesday
0,7,3,76.4,79,DHL,2,male,56.6,Wednesday
0,8,2,77.8,80,DHL,3,female,66.3,Friday
0,9,1,89.6,91,Hermes,2,female,48.9,Tuesday
0,7,2,70.8,76,DHL,1,female,48.9,Monday
0,8,2,60.2,83,Hermes,1,female,45.3,Thursday
0,8,0,60.0,75,Hermes,3,female,70.7,Thursday
0,7,2,78.3,87,Hermes,3,female,64.5,Wednesday
0,7,0,74.4,79,DHL,2,male,56.5,Sunday
0,7,1,66.7,57,Hermes,3,female,61.1,Friday
0,7,1,75.9,88,DHL,2,female,50.8,Thursday
0,9,3,67.6,88,UPS,3,female,47.8,Tuesday
0,8,2,72.2,77,DHL,2,female,49.6,Friday
0,7,0,77.5,64,UPS,1,female,69.0,Friday
0,7,2,66.8,87,Hermes,2,female,65.3,Friday
0,8,1,57.0,72,DHL,2,male,57.6,Thursday
0,7,2,48.9,84,UPS,2,female,66.7,Saturday
0,7,1,78.2,82,DHL,3,male,52.3,Sunday
0,7,1,70.4,61,DHL,3,male,41.1,Friday
0,7,0,83.7,75,UPS,3,female,66.3,Monday
0,7,0,85.8,87,Hermes,1,female,63.6,Monday
0,8,2,59.3,78,Hermes,3,male,61.7,Sunday
0,8,2,76.1,72,DHL,2,male,69.3,Tuesday
0,6,0,76.5,65,Hermes,2,male,79.3,Wednesday
0,8,4,45.9,44,UPS,3,male,53.2,Wednesday
0,9,1,45.4,82,Hermes,3,male,41.8,Thursday
0,8,2,55.5,56,UPS,1,female,57.4,Friday
0,7,1,72.0,75,Hermes,2,female,39.5,Friday
0,6,0,62.1,87,Hermes,1,female,62.3,Friday
0,8,1,100.0,56,DHL,1,male,59.2,Tuesday
0,8,0,35.1,62,Hermes,3,male,70.4,Sunday
0,7,1,74.6,83,DHL,3,female,62.3,Friday
0,5,1,57.9,53,UPS,2,female,50.5,Monday
0,8,1,66.7,36,UPS,3,male,41.4,Monday
0,7,1,69.1,61,Hermes,2,male,60.1,Saturday
0,8,2,75.5,69,Hermes,2,female,48.0,Tuesday
0,9,1,66.2,79,UPS,1,male,40.9,Thursday
0,7,2,88.8,62,Hermes,3,female,31.9,Wednesday
0,7,3,59.0,59,UPS,3,male,41.6,Sunday
0,4,2,62.4,56,UPS,2,female,62.5,Tuesday
0,8,1,47.4,66,DHL,1,male,65.0,Sunday
0,4,1,55.9,68,UPS,3,male,59.0,Tuesday
0,7,1,72.9,82,Hermes,3,female,60.3,Thursday
0,5,2,64.5,84,Hermes,3,female,51.7,Thursday
0,6,3,73.8,81,UPS,3,male,66.7,Tuesday
0,8,0,41.0,63,UPS,3,female,55.8,Tuesday
0,8,1,88.3,47,UPS,1,male,49.9,Thursday
0,8,1,78.5,76,Hermes,3,female,60.7,Saturday
0,9,1,64.2,90,Hermes,2,male,47.2,Thursday
0,5,0,74.6,83,Hermes,1,male,80.7,Wednesday
0,6,4,57.1,90,DHL,3,female,64.4,Friday
0,5,0,46.7,72,Hermes,2,male,62.9,Sunday
0,7,2,63.3,90,UPS,1,male,64.3,Saturday
0,8,1,65.7,90,UPS,3,male,40.9,Monday
0,6,1,74.1,87,DHL,3,female,41.2,Saturday
0,8,1,69.8,80,Hermes,2,female,78.1,Thursday
0,8,0,108.8,84,Hermes,3,female,49.4,Wednesday
0,7,1,51.0,79,UPS,1,female,50.2,Tuesday
0,7,0,72.2,78,DHL,3,male,65.1,Friday
0,5,3,53.1,70,UPS,1,female,72.2,Monday
0,8,2,82.5,66,Hermes,2,male,58.5,Saturday
0,8,2,65.2,70,UPS,2,female,62.0,Monday
0,7,1,74.4,78,Hermes,1,male,68.3,Monday
0,7,2,70.7,79,DHL,1,female,40.4,Monday
0,8,1,79.0,53,Hermes,2,male,66.0,Tuesday
0,8,1,63.8,87,Hermes,1,female,58.3,Saturday
0,8,1,79.1,82,UPS,3,male,53.3,Sunday
0,8,2,70.7,72,Hermes,2,male,56.8,Tuesday
0,7,1,46.3,87,Hermes,2,male,59.2,Wednesday
0,8,0,74.8,59,Hermes,1,female,71.7,Tuesday
0,8,1,63.6,58,Hermes,1,male,59.4,Tuesday
0,9,0,56.6,85,Hermes,1,female,63.5,Sunday
0,8,2,65.3,83,Hermes,1,female,50.0,Friday
0,8,0,88.2,79,UPS,2,female,66.5,Friday
0,8,1,50.2,67,Hermes,3,female,56.6,Saturday
0,8,0,57.3,73,Hermes,2,female,55.0,Monday
0,7,1,98.4,85,Hermes,2,female,49.5,Monday
0,8,0,74.0,63,UPS,3,male,67.9,Tuesday
0,4,2,58.7,73,Hermes,1,male,74.6,Sunday
0,8,2,66.4,88,DHL,1,male,57.5,Thursday
0,7,0,49.4,76,DHL,2,female,58.9,Monday
0,6,0,62.7,85,Hermes,1,male,60.1,Thursday
0,7,1,77.6,80,Hermes,2,male,54.7,Friday
0,5,1,63.7,89,DHL,2,female,41.7,Monday
0,7,0,52.8,84,DHL,1,female,46.4,Saturday
0,9,1,32.0,74,Hermes,1,male,65.1,Thursday
0,8,0,66.7,60,Hermes,1,female,49.6,Sunday
0,7,0,46.4,60,UPS,1,male,42.7,Thursday
0,5,1,57.7,91,Hermes,1,male,48.6,Saturday
0,8,1,50.3,63,UPS,3,male,52.4,Thursday
0,6,1,68.2,88,Hermes,1,male,54.4,Sunday
0,7,0,69.9,76,DHL,3,female,58.1,Monday
0,6,1,84.5,72,UPS,2,female,45.1,Friday
0,8,1,54.5,86,DHL,2,female,58.2,Friday
0,6,0,89.5,73,UPS,1,female,62.7,Saturday
0,7,3,53.3,90,DHL,3,female,52.8,Saturday
0,6,0,62.1,80,UPS,1,female,50.9,Tuesday
0,5,1,55.1,88,Hermes,1,female,47.2,Tuesday
0,7,2,55.0,77,UPS,2,male,56.9,Thursday
0,6,2,78.5,75,UPS,2,male,65.3,Tuesday
0,8,2,77.6,75,DHL,1,female,73.8,Tuesday
0,7,3,57.8,82,DHL,3,male,49.3,Monday
0,9,0,73.2,63,Hermes,2,male,49.0,Thursday
0,6,1,46.5,88,Hermes,2,male,46.4,Wednesday
0,8,1,69.1,71,UPS,2,female,56.2,Saturday
0,9,2,64.6,86,DHL,3,female,52.9,Friday
0,8,1,76.7,87,DHL,3,female,30.4,Saturday
0,8,0,57.4,80,Hermes,3,female,66.3,Monday
0,5,1,63.7,72,Hermes,2,female,62.4,Thursday
0,7,0,65.3,86,UPS,2,female,51.8,Friday
0,6,1,65.0,72,DHL,2,male,63.3,Thursday
0,8,1,65.4,74,Hermes,3,male,41.7,Wednesday
0,4,0,64.8,90,Hermes,3,female,45.7,Thursday
0,7,1,52.7,82,DHL,3,female,61.0,Wednesday
0,7,2,68.1,79,Hermes,2,female,58.5,Wednesday
0,7,1,69.6,77,UPS,2,male,39.9,Monday
0,7,0,66.7,80,DHL,2,female,79.8,Tuesday
0,8,0,57.4,89,Hermes,1,female,47.5,Wednesday
0,7,0,66.1,80,Hermes,1,male,60.5,Tuesday
0,7,0,92.0,71,UPS,3,female,65.4,Thursday
0,8,3,65.2,62,Hermes,3,female,37.3,Tuesday
0,9,0,70.1,78,Hermes,2,female,80.4,Sunday
0,7,0,83.5,85,Hermes,3,female,64.7,Friday
0,7,1,60.9,81,Hermes,3,male,47.3,Tuesday
0,8,0,68.1,81,Hermes,2,female,73.8,Sunday
0,8,1,62.3,48,Hermes,2,female,51.8,Wednesday
0,7,4,69.4,75,DHL,3,female,34.2,Friday
0,5,0,96.2,63,Hermes,1,male,45.3,Monday
0,9,2,71.1,84,UPS,2,female,43.0,Tuesday
0,8,1,79.3,76,UPS,1,male,61.4,Wednesday
0,8,0,57.8,89,DHL,3,male,60.0,Wednesday
0,9,1,71.7,76,DHL,3,female,60.1,Friday
0,7,0,50.4,67,DHL,2,female,74.1,Wednesday
0,9,1,79.2,65,UPS,1,female,69.5,Wednesday
0,8,1,75.4,72,UPS,3,male,60.3,Wednesday
0,8,0,87.1,72,DHL,1,male,64.8,Saturday
0,7,0,70.2,59,Hermes,3,female,43.9,Sunday
0,7,1,70.7,65,DHL,3,female,53.0,Friday
0,7,0,68.6,69,DHL,1,male,54.3,Tuesday
0,7,0,61.6,66,DHL,3,female,69.8,Wednesday
0,4,1,92.7,72,DHL,1,female,61.2,Monday
0,8,1,65.3,58,UPS,1,female,59.8,Sunday
0,9,2,64.8,87,Hermes,2,female,41.5,Friday
0,6,0,52.6,92,DHL,3,female,42.7,Monday
